id,make,model,year,location,price
595,Audi,A8,2015,Durban,1169531
596,Audi,A8,2014,Durban,1205579
597,Audi,A8,2013,Durban,599990
598,Audi,A8,2012,Durban,489990
599,Audi,A8,2005,Durban,114890
600,Audi,A8,2014,Johannesburg,1400000
601,Audi,A8,2012,Johannesburg,599950
602,Audi,A8,2010,Johannesburg,399890
603,Audi,A8,2009,Johannesburg,329950
604,Audi,A8,2006,Johannesburg,174950
605,Audi,A8,2005,Johannesburg,199000
606,Audi,A8,2016,Pretoria,1375950
607,Audi,A8,2015,Pretoria,1342900
608,Audi,A8,2013,Pretoria,739995
609,Audi,A8,2012,Pretoria,875995
610,Audi,A8,2011,Pretoria,399995
611,Audi,A8,2010,Pretoria,449900
612,Audi,A8,2012,Port Elizabeth,839995
613,Audi,A8,2011,Port Elizabeth,616662
614,Audi,A8,2010,Port Elizabeth,522498
615,Audi,A8,2009,Port Elizabeth,349900
616,Audi,A8,2014,Pietermaritzburg,1205579
617,Audi,A8,2012,Pietermaritzburg,549498
618,Audi,A8,2010,Pietermaritzburg,414890
619,Audi,A8,2015,Benoni,1614950
620,Audi,A8,2014,Benoni,819483
621,Audi,A8,2013,Benoni,579900
622,Audi,A8,2012,Benoni,579995
623,Audi,A8,2011,Benoni,559950
624,Audi,A8,2010,Benoni,325000
625,Audi,A8,2001,Benoni,29950
626,Audi,A8,2011,East London,749995
627,Audi,A7,2015,Cape Town,734000
628,Audi,A7,2014,Cape Town,756000
629,Audi,A7,2013,Cape Town,606467
630,Audi,A7,2015,Durban,890424
631,Audi,A7,2014,Durban,649990
632,Audi,A7,2014,Johannesburg,719900
633,Audi,A7,2011,Johannesburg,359995
634,Audi,A7,2015,Pretoria,784973
635,Audi,A7,2014,Pretoria,730000
636,Audi,A7,2012,Pretoria,429995
637,Audi,A7,2014,Port Elizabeth,750000
638,Audi,A7,2013,Pietermaritzburg,459994
639,Audi,A7,2012,East London,559995
640,Audi,A7,2011,East London,562818
641,Audi,A6,2015,Cape Town,574788
642,Audi,A6,2014,Cape Town,446876
643,Audi,A6,2013,Cape Town,404450
644,Audi,A6,2012,Cape Town,439900
645,Audi,A6,2011,Cape Town,273265
646,Audi,A6,2010,Cape Town,214000
647,Audi,A6,2007,Cape Town,149990
648,Audi,A6,2006,Cape Town,154900
649,Audi,A6,2005,Cape Town,114995
650,Audi,A6,2002,Cape Town,49995
651,Audi,A6,2001,Cape Town,62473
652,Audi,A6,2000,Cape Town,69950
653,Audi,A6,2016,Durban,649990
654,Audi,A6,2015,Durban,560102
655,Audi,A6,2014,Durban,530087
656,Audi,A6,2013,Durban,334990
657,Audi,A6,2012,Durban,364992
658,Audi,A6,2011,Durban,439900
659,Audi,A6,2010,Durban,149995
660,Audi,A6,2007,Durban,115000
661,Audi,A6,2000,Durban,50000
662,Audi,A6,2014,Johannesburg,517400
663,Audi,A6,2013,Johannesburg,319686
664,Audi,A6,2012,Johannesburg,362919
665,Audi,A6,2011,Johannesburg,379990
666,Audi,A6,2010,Johannesburg,244767
667,Audi,A6,2008,Johannesburg,225000
668,Audi,A6,2007,Johannesburg,139748
669,Audi,A6,2006,Johannesburg,114617
670,Audi,A6,2005,Johannesburg,134900
671,Audi,A6,2004,Johannesburg,149000
672,Audi,A6,2003,Johannesburg,89000
673,Audi,A6,2002,Johannesburg,62425
674,Audi,A6,2001,Johannesburg,79900
675,Audi,A6,1995,Johannesburg,29000
676,Audi,A6,2015,Pretoria,667474
677,Audi,A6,2014,Pretoria,514998
678,Audi,A6,2013,Pretoria,369995
679,Audi,A6,2012,Pretoria,396473
680,Audi,A6,2009,Pretoria,236330
681,Audi,A6,2007,Pretoria,159900
682,Audi,A6,2006,Pretoria,106598
683,Audi,A6,2005,Pretoria,89900
684,Audi,A6,2004,Pretoria,79950
685,Audi,A6,1999,Pretoria,44900
686,Audi,A6,2011,Port Elizabeth,479900
687,Audi,A6,2010,Port Elizabeth,319995
688,Audi,A6,2009,Port Elizabeth,259948
689,Audi,A6,2008,Port Elizabeth,235995
690,Audi,A6,2005,Port Elizabeth,129990
691,Audi,A6,2015,Pietermaritzburg,559995
692,Audi,A6,2014,Pietermaritzburg,484118
693,Audi,A6,2013,Pietermaritzburg,279000
694,Audi,A6,2010,Pietermaritzburg,259993
695,Audi,A6,2006,Pietermaritzburg,84890
696,Audi,A6,2003,Pietermaritzburg,99900
697,Audi,A6,2014,Benoni,489900
698,Audi,A6,2013,Benoni,329770
699,Audi,A6,2011,Benoni,290950
700,Audi,A6,2010,Benoni,199950
701,Audi,A6,2008,Benoni,109995
702,Audi,A6,2007,Benoni,93250
703,Audi,A6,2006,Benoni,159950
704,Audi,A6,2005,Benoni,108560
705,Audi,A6,2002,Benoni,52250
706,Audi,A6,1995,Benoni,1
707,Audi,A6,2015,East London,624995
708,Audi,A6,2014,East London,599995
709,Audi,A6,2007,East London,149995
710,Audi,A5,2015,Cape Town,516433
711,Audi,A5,2014,Cape Town,461078
712,Audi,A5,2013,Cape Town,448212
713,Audi,A5,2012,Cape Town,352499
714,Audi,A5,2011,Cape Town,297536
715,Audi,A5,2010,Cape Town,308912
716,Audi,A5,2009,Cape Town,323297
717,Audi,A5,2008,Cape Town,319995
718,Audi,A5,2016,Durban,539990
719,Audi,A5,2015,Durban,565316
720,Audi,A5,2014,Durban,545512
721,Audi,A5,2013,Durban,354160
722,Audi,A5,2012,Durban,351721
723,Audi,A5,2011,Durban,342468
724,Audi,A5,2010,Durban,276973
725,Audi,A5,2009,Durban,269697
726,Audi,A5,2014,Johannesburg,477159
727,Audi,A5,2013,Johannesburg,456210
728,Audi,A5,2012,Johannesburg,319754
729,Audi,A5,2011,Johannesburg,318056
730,Audi,A5,2010,Johannesburg,270588
731,Audi,A5,2009,Johannesburg,254925
732,Audi,A5,2008,Johannesburg,419950
733,Audi,A5,2015,Pretoria,489317
734,Audi,A5,2014,Pretoria,467500
735,Audi,A5,2013,Pretoria,353830
736,Audi,A5,2012,Pretoria,355925
737,Audi,A5,2011,Pretoria,308978
738,Audi,A5,2010,Pretoria,276373
739,Audi,A5,2009,Pretoria,311919
740,Audi,A5,2015,Port Elizabeth,449995
741,Audi,A5,2012,Port Elizabeth,424993
742,Audi,A5,2011,Port Elizabeth,439963
743,Audi,A5,2010,Port Elizabeth,380000
744,Audi,A5,2009,Port Elizabeth,439000
745,Audi,A5,2016,Pietermaritzburg,599995
746,Audi,A5,2014,Pietermaritzburg,535094
747,Audi,A5,2013,Pietermaritzburg,299899
748,Audi,A5,2010,Pietermaritzburg,284995
749,Audi,A5,2008,Pietermaritzburg,125000
750,Audi,A5,2016,Benoni,498150
751,Audi,A5,2015,Benoni,489262
752,Audi,A5,2014,Benoni,419759
753,Audi,A5,2013,Benoni,349954
754,Audi,A5,2012,Benoni,303310
755,Audi,A5,2011,Benoni,269047
756,Audi,A5,2010,Benoni,253303
757,Audi,A5,2009,Benoni,200924
758,Audi,A5,2008,Benoni,245900
759,Audi,A5,2014,East London,579995
760,Audi,A5,2013,East London,549995
761,Audi,A5,2012,East London,363709
762,Audi,A5,2008,East London,269995
763,Audi,A4,2016,Cape Town,559000
764,Audi,A4,2015,Cape Town,387894
765,Audi,A4,2014,Cape Town,388092
766,Audi,A4,2013,Cape Town,328315
767,Audi,A4,2012,Cape Town,248960
768,Audi,A4,2011,Cape Town,210699
769,Audi,A4,2010,Cape Town,188907
770,Audi,A4,2009,Cape Town,183674
771,Audi,A4,2008,Cape Town,161696
772,Audi,A4,2007,Cape Town,122495
773,Audi,A4,2006,Cape Town,122259
774,Audi,A4,2005,Cape Town,102162
775,Audi,A4,2004,Cape Town,96246
776,Audi,A4,2003,Cape Town,93315
777,Audi,A4,2002,Cape Town,79948
778,Audi,A4,2001,Cape Town,62448
779,Audi,A4,2016,Durban,439990
780,Audi,A4,2015,Durban,369499
781,Audi,A4,2014,Durban,390043
782,Audi,A4,2013,Durban,285886
783,Audi,A4,2012,Durban,275951
784,Audi,A4,2011,Durban,264180
785,Audi,A4,2010,Durban,221552
786,Audi,A4,2009,Durban,206404
787,Audi,A4,2008,Durban,136735
788,Audi,A4,2007,Durban,134159
789,Audi,A4,2006,Durban,92491
790,Audi,A4,2005,Durban,104194
791,Audi,A4,2004,Durban,107234
792,Audi,A4,2003,Durban,82991
793,Audi,A4,2002,Durban,58979
794,Audi,A4,2001,Durban,79995
795,Audi,A4,2015,Johannesburg,403767
796,Audi,A4,2014,Johannesburg,359106
797,Audi,A4,2013,Johannesburg,281670
798,Audi,A4,2012,Johannesburg,242153
799,Audi,A4,2011,Johannesburg,202261
800,Audi,A4,2010,Johannesburg,243715
801,Audi,A4,2009,Johannesburg,180089
802,Audi,A4,2008,Johannesburg,142696
803,Audi,A4,2007,Johannesburg,135166
804,Audi,A4,2006,Johannesburg,120378
805,Audi,A4,2005,Johannesburg,104324
806,Audi,A4,2004,Johannesburg,69750
807,Audi,A4,2003,Johannesburg,80764
808,Audi,A4,2002,Johannesburg,58950
809,Audi,A4,2001,Johannesburg,57435
810,Audi,A4,2000,Johannesburg,49900
811,Audi,A4,1999,Johannesburg,49950
812,Audi,A4,2012,Soweto,207900
813,Audi,A4,2008,Soweto,145899
814,Audi,A4,2015,Pretoria,424558
815,Audi,A4,2014,Pretoria,371990
816,Audi,A4,2013,Pretoria,281411
817,Audi,A4,2012,Pretoria,257899
818,Audi,A4,2011,Pretoria,205867
819,Audi,A4,2010,Pretoria,215384
820,Audi,A4,2009,Pretoria,181045
821,Audi,A4,2008,Pretoria,146552
822,Audi,A4,2007,Pretoria,115450
823,Audi,A4,2006,Pretoria,120804
824,Audi,A4,2005,Pretoria,78263
825,Audi,A4,2004,Pretoria,71633
826,Audi,A4,2003,Pretoria,79950
827,Audi,A4,2001,Pretoria,65000
828,Audi,A4,2015,Port Elizabeth,369995
829,Audi,A4,2013,Port Elizabeth,284995
830,Audi,A4,2012,Port Elizabeth,311195
831,Audi,A4,2011,Port Elizabeth,273621
832,Audi,A4,2010,Port Elizabeth,253916
833,Audi,A4,2009,Port Elizabeth,230885
834,Audi,A4,2008,Port Elizabeth,220828
835,Audi,A4,2007,Port Elizabeth,142469
836,Audi,A4,2006,Port Elizabeth,125398
837,Audi,A4,2005,Port Elizabeth,89990
838,Audi,A4,2004,Port Elizabeth,79990
839,Audi,A4,1999,Port Elizabeth,46500
840,Audi,A4,2015,Pietermaritzburg,465000
841,Audi,A4,2014,Pietermaritzburg,418032
842,Audi,A4,2010,Pietermaritzburg,175000
843,Audi,A4,2009,Pietermaritzburg,259995
844,Audi,A4,2008,Pietermaritzburg,138999
845,Audi,A4,2007,Pietermaritzburg,162495
846,Audi,A4,2006,Pietermaritzburg,139990
847,Audi,A4,2005,Pietermaritzburg,89995
848,Audi,A4,2004,Pietermaritzburg,89995
849,Audi,A4,2002,Pietermaritzburg,59995
850,Audi,A4,2015,Benoni,344995
851,Audi,A4,2014,Benoni,379925
852,Audi,A4,2013,Benoni,291359
853,Audi,A4,2012,Benoni,234956
854,Audi,A4,2011,Benoni,196755
855,Audi,A4,2010,Benoni,181203
856,Audi,A4,2009,Benoni,160792
857,Audi,A4,2008,Benoni,140036
858,Audi,A4,2007,Benoni,124932
859,Audi,A4,2006,Benoni,91213
860,Audi,A4,2005,Benoni,87475
861,Audi,A4,2004,Benoni,72473
862,Audi,A4,2003,Benoni,74950
863,Audi,A4,2002,Benoni,44900
864,Audi,A4,1999,Benoni,1
865,Audi,A4,1997,Benoni,12998
866,Audi,A4,1996,Benoni,49900
867,Audi,A4,2015,East London,392496
868,Audi,A4,2014,East London,413335
869,Audi,A4,2013,East London,305483
870,Audi,A4,2012,East London,268276
871,Audi,A4,2011,East London,250157
872,Audi,A4,2010,East London,202701
873,Audi,A4,2009,East London,192991
874,Audi,A4,2008,East London,134973
875,Audi,A4,2006,East London,129950
876,Audi,A4,2005,East London,99973
877,Audi,A3,2015,Cape Town,385539
878,Audi,A3,2014,Cape Town,350986
879,Audi,A3,2013,Cape Town,290943
880,Audi,A3,2012,Cape Town,233479
881,Audi,A3,2011,Cape Town,223600
882,Audi,A3,2010,Cape Town,198054
883,Audi,A3,2009,Cape Town,214289
884,Audi,A3,2008,Cape Town,211332
885,Audi,A3,2007,Cape Town,126274
886,Audi,A3,2006,Cape Town,121588
887,Audi,A3,2005,Cape Town,113505
888,Audi,A3,2004,Cape Town,75863
889,Audi,A3,2002,Cape Town,81645
890,Audi,A3,2001,Cape Town,81245
891,Audi,A3,2016,Durban,409157
892,Audi,A3,2015,Durban,402248
893,Audi,A3,2014,Durban,375003
894,Audi,A3,2013,Durban,302215
895,Audi,A3,2012,Durban,252480
896,Audi,A3,2011,Durban,233081
897,Audi,A3,2010,Durban,204851
898,Audi,A3,2009,Durban,187028
899,Audi,A3,2008,Durban,139900
900,Audi,A3,2007,Durban,111280
901,Audi,A3,2006,Durban,109990
902,Audi,A3,2005,Durban,135000
903,Audi,A3,2015,Johannesburg,356329
904,Audi,A3,2014,Johannesburg,367998
905,Audi,A3,2013,Johannesburg,278061
906,Audi,A3,2012,Johannesburg,211346
907,Audi,A3,2011,Johannesburg,209428
908,Audi,A3,2010,Johannesburg,188332
909,Audi,A3,2009,Johannesburg,169259
910,Audi,A3,2008,Johannesburg,190403
911,Audi,A3,2007,Johannesburg,126079
912,Audi,A3,2006,Johannesburg,98250
913,Audi,A3,2005,Johannesburg,100359
914,Audi,A3,2004,Johannesburg,91803
915,Audi,A3,2000,Johannesburg,59900
916,Audi,A3,2016,Pretoria,499950
917,Audi,A3,2015,Pretoria,373599
918,Audi,A3,2014,Pretoria,341312
919,Audi,A3,2013,Pretoria,279931
920,Audi,A3,2012,Pretoria,215605
921,Audi,A3,2011,Pretoria,198498
922,Audi,A3,2010,Pretoria,179546
923,Audi,A3,2009,Pretoria,167282
924,Audi,A3,2008,Pretoria,128006
925,Audi,A3,2007,Pretoria,109941
926,Audi,A3,2006,Pretoria,114444
927,Audi,A3,2005,Pretoria,97461
928,Audi,A3,2004,Pretoria,89900
929,Audi,A3,2002,Pretoria,54900
930,Audi,A3,2001,Pretoria,62400
931,Audi,A3,2000,Pretoria,99900
932,Audi,A3,2015,Port Elizabeth,499995
933,Audi,A3,2014,Port Elizabeth,279900
934,Audi,A3,2013,Port Elizabeth,329900
935,Audi,A3,2012,Port Elizabeth,248744
936,Audi,A3,2011,Port Elizabeth,243744
937,Audi,A3,2010,Port Elizabeth,255850
938,Audi,A3,2009,Port Elizabeth,179995
939,Audi,A3,2008,Port Elizabeth,158710
940,Audi,A3,2006,Port Elizabeth,99990
941,Audi,A3,2005,Port Elizabeth,89990
942,Audi,A3,2014,Pietermaritzburg,389656
943,Audi,A3,2012,Pietermaritzburg,194450
944,Audi,A3,2010,Pietermaritzburg,204843
945,Audi,A3,2016,Benoni,403647
946,Audi,A3,2015,Benoni,354680
947,Audi,A3,2014,Benoni,285514
948,Audi,A3,2013,Benoni,229948
949,Audi,A3,2012,Benoni,161960
950,Audi,A3,2011,Benoni,183040
951,Audi,A3,2010,Benoni,162441
952,Audi,A3,2009,Benoni,160940
953,Audi,A3,2008,Benoni,133920
954,Audi,A3,2007,Benoni,109596
955,Audi,A3,2006,Benoni,107450
956,Audi,A3,2005,Benoni,113900
957,Audi,A3,2003,Benoni,74999
958,Audi,A3,2015,East London,429995
959,Audi,A3,2014,East London,375740
960,Audi,A3,2013,East London,321340
961,Audi,A3,2012,East London,295952
962,Audi,A3,2011,East London,217329
963,Audi,A3,2010,East London,215460
964,Audi,A3,2008,East London,194995
965,Audi,A3,1999,East London,49950
966,Audi,A1,2015,Cape Town,300410
967,Audi,A1,2014,Cape Town,280545
968,Audi,A1,2013,Cape Town,233933
969,Audi,A1,2012,Cape Town,207599
970,Audi,A1,2011,Cape Town,198977
971,Audi,A1,2016,Durban,330657
972,Audi,A1,2015,Durban,345343
973,Audi,A1,2014,Durban,278639
974,Audi,A1,2013,Durban,220990
975,Audi,A1,2012,Durban,203707
976,Audi,A1,2011,Durban,173677
977,Audi,A1,2014,Johannesburg,249900
978,Audi,A1,2013,Johannesburg,232120
979,Audi,A1,2012,Johannesburg,200750
980,Audi,A1,2011,Johannesburg,174923
981,Audi,A1,2012,Soweto,199899
982,Audi,A1,2015,Pretoria,311617
983,Audi,A1,2014,Pretoria,310000
984,Audi,A1,2013,Pretoria,218676
985,Audi,A1,2012,Pretoria,219780
986,Audi,A1,2011,Pretoria,189686
987,Audi,A1,2014,Port Elizabeth,259900
988,Audi,A1,2015,Pietermaritzburg,404995
989,Audi,A1,2014,Pietermaritzburg,285256
990,Audi,A1,2016,Benoni,405998
991,Audi,A1,2015,Benoni,317500
992,Audi,A1,2014,Benoni,249900
993,Audi,A1,2013,Benoni,196983
994,Audi,A1,2012,Benoni,194925
995,Audi,A1,2011,Benoni,166964
996,Audi,A1,2013,East London,249995
997,Audi,A1,2012,East London,219972
998,Austin,Healey,1960,Pretoria,20000
999,BMW,125,2012,Durban,285000
1000,BMW,125,2009,Durban,260000
1001,BMW,125,2011,Johannesburg,279950
1002,BMW,125,2010,Johannesburg,259950
1003,BMW,7,2015,Cape Town,850000
1004,BMW,7,2014,Cape Town,1198925
1005,BMW,7,2012,Cape Town,706630
1006,BMW,7,2011,Cape Town,499900
1007,BMW,7,2010,Cape Town,539900
1008,BMW,7,2006,Cape Town,344995
1009,BMW,7,2005,Cape Town,219990
1010,BMW,7,2004,Cape Town,155777
1011,BMW,7,2003,Cape Town,199990
1012,BMW,7,2001,Cape Town,69995
1013,BMW,7,1997,Cape Town,39950
1014,BMW,7,1996,Cape Town,41950
1015,BMW,7,2014,Durban,1150000
1016,BMW,7,2013,Durban,699990
1017,BMW,7,2012,Durban,999990
1018,BMW,7,2011,Durban,520000
1019,BMW,7,2008,Durban,369990
1020,BMW,7,2004,Durban,124890
1021,BMW,7,2014,Johannesburg,919450
1022,BMW,7,2013,Johannesburg,709317
1023,BMW,7,2012,Johannesburg,699950
1024,BMW,7,2011,Johannesburg,499950
1025,BMW,7,2010,Johannesburg,491283
1026,BMW,7,2009,Johannesburg,491275
1027,BMW,7,2005,Johannesburg,149917
1028,BMW,7,2004,Johannesburg,143263
1029,BMW,7,2003,Johannesburg,89900
1030,BMW,7,2002,Johannesburg,99900
1031,BMW,7,2000,Johannesburg,89950
1032,BMW,7,1999,Johannesburg,89900
1033,BMW,7,2013,Pretoria,1100000
1034,BMW,7,2012,Pretoria,739950
1035,BMW,7,2009,Pretoria,531567
1036,BMW,7,2008,Pretoria,215000
1037,BMW,7,2007,Pretoria,239990
1038,BMW,7,2006,Pretoria,249900
1039,BMW,7,2005,Pretoria,149900
1040,BMW,7,2004,Pretoria,133263
1041,BMW,7,2002,Pretoria,119000
1042,BMW,7,2001,Pretoria,439900
1043,BMW,7,2015,Benoni,1114000
1044,BMW,7,2014,Benoni,934475
1045,BMW,7,2013,Benoni,684971
1046,BMW,7,2012,Benoni,479950
1047,BMW,7,2011,Benoni,454949
1048,BMW,7,2010,Benoni,374460
1049,BMW,7,2009,Benoni,355973
1050,BMW,7,2008,Benoni,145900
1051,BMW,7,2007,Benoni,164925
1052,BMW,7,2006,Benoni,181632
1053,BMW,7,2005,Benoni,124925
1054,BMW,7,2004,Benoni,114925
1055,BMW,7,2003,Benoni,77948
1056,BMW,7,2002,Benoni,55000
1057,BMW,7,2001,Benoni,64900
1058,BMW,7,1998,Benoni,119900
1059,BMW,7,1994,Benoni,32995
1060,BMW,6,2015,Cape Town,869900
1061,BMW,6,2014,Cape Town,1124950
1062,BMW,6,2013,Cape Town,759975
1063,BMW,6,2012,Cape Town,649963
1064,BMW,6,2011,Cape Town,749900
1065,BMW,6,2010,Cape Town,750000
1066,BMW,6,2008,Cape Town,396245
1067,BMW,6,2006,Cape Town,252448
1068,BMW,6,2005,Cape Town,279993
1069,BMW,6,2004,Cape Town,249995
1070,BMW,6,2012,Durban,749990
1071,BMW,6,2006,Durban,349900
1072,BMW,6,2014,Johannesburg,1021950
1073,BMW,6,2013,Johannesburg,1215498
1074,BMW,6,2012,Johannesburg,907200
1075,BMW,6,2011,Johannesburg,849000
1076,BMW,6,2007,Johannesburg,292425
1077,BMW,6,2006,Johannesburg,342398
1078,BMW,6,2005,Johannesburg,204199
1079,BMW,6,2014,Pretoria,1124900
1080,BMW,6,2012,Pretoria,826630
1081,BMW,6,2011,Pretoria,839900
1082,BMW,6,2005,Pretoria,252400
1083,BMW,6,2013,Benoni,1199950
1084,BMW,6,2012,Benoni,681120
1085,BMW,6,2008,Benoni,80000
1086,BMW,6,2004,Benoni,129900
1087,BMW,5,2015,Cape Town,722475
1088,BMW,5,2014,Cape Town,584879
1089,BMW,5,2013,Cape Town,569499
1090,BMW,5,2012,Cape Town,349600
1091,BMW,5,2011,Cape Town,460633
1092,BMW,5,2010,Cape Town,297450
1093,BMW,5,2008,Cape Town,185990
1094,BMW,5,2006,Cape Town,184995
1095,BMW,5,2005,Cape Town,109475
1096,BMW,5,2004,Cape Town,129995
1097,BMW,5,2003,Cape Town,119900
1098,BMW,5,2001,Cape Town,79990
1099,BMW,5,2000,Cape Town,45000
1100,BMW,5,1995,Cape Town,39995
1101,BMW,5,2014,Durban,609856
1102,BMW,5,2013,Durban,399990
1103,BMW,5,2011,Durban,374993
1104,BMW,5,2010,Durban,278330
1105,BMW,5,2008,Durban,179993
1106,BMW,5,2006,Durban,142440
1107,BMW,5,2004,Durban,149990
1108,BMW,5,1997,Durban,49995
1109,BMW,5,2015,Johannesburg,589000
1110,BMW,5,2014,Johannesburg,567385
1111,BMW,5,2013,Johannesburg,479242
1112,BMW,5,2012,Johannesburg,387599
1113,BMW,5,2011,Johannesburg,377719
1114,BMW,5,2010,Johannesburg,337713
1115,BMW,5,2009,Johannesburg,266813
1116,BMW,5,2008,Johannesburg,419969
1117,BMW,5,2007,Johannesburg,177458
1118,BMW,5,2006,Johannesburg,150504
1119,BMW,5,2005,Johannesburg,104925
1120,BMW,5,2004,Johannesburg,113949
1121,BMW,5,2003,Johannesburg,89450
1122,BMW,5,2002,Johannesburg,75000
1123,BMW,5,2001,Johannesburg,79979
1124,BMW,5,2015,Pretoria,569900
1125,BMW,5,2014,Pretoria,653127
1126,BMW,5,2013,Pretoria,349950
1127,BMW,5,2012,Pretoria,413737
1128,BMW,5,2011,Pretoria,392342
1129,BMW,5,2010,Pretoria,369890
1130,BMW,5,2009,Pretoria,184900
1131,BMW,5,2008,Pretoria,229613
1132,BMW,5,2007,Pretoria,179900
1133,BMW,5,2006,Pretoria,146175
1134,BMW,5,2005,Pretoria,121466
1135,BMW,5,2004,Pretoria,109815
1136,BMW,5,2003,Pretoria,81450
1137,BMW,5,2002,Pretoria,74900
1138,BMW,5,2001,Pretoria,79900
1139,BMW,5,1999,Pretoria,59900
1140,BMW,5,1998,Pretoria,54900
1141,BMW,5,1997,Pretoria,49995
1142,BMW,5,1996,Pretoria,59900
1143,BMW,5,1995,Pretoria,59900
1144,BMW,5,2013,Port Elizabeth,419990
1145,BMW,5,2011,Port Elizabeth,319900
1146,BMW,5,2009,Port Elizabeth,205900
1147,BMW,5,2007,Port Elizabeth,229995
1148,BMW,5,2006,Port Elizabeth,149990
1149,BMW,5,2002,Port Elizabeth,79990
1150,BMW,5,2011,Pietermaritzburg,289900
1151,BMW,5,2010,Pietermaritzburg,324990
1152,BMW,5,2016,Benoni,689000
1153,BMW,5,2015,Benoni,599450
1154,BMW,5,2014,Benoni,558399
1155,BMW,5,2013,Benoni,381540
1156,BMW,5,2012,Benoni,294087
1157,BMW,5,2011,Benoni,282673
1158,BMW,5,2010,Benoni,274590
1159,BMW,5,2009,Benoni,129942
1160,BMW,5,2008,Benoni,141622
1161,BMW,5,2007,Benoni,122940
1162,BMW,5,2006,Benoni,164835
1163,BMW,5,2005,Benoni,143393
1164,BMW,5,2004,Benoni,93624
1165,BMW,5,2003,Benoni,82450
1166,BMW,5,2002,Benoni,49945
1167,BMW,5,2001,Benoni,65000
1168,BMW,5,2000,Benoni,59000
1169,BMW,5,1999,Benoni,59900
1170,BMW,5,1998,Benoni,54973
1171,BMW,5,1996,Benoni,35000
1172,BMW,5,1992,Benoni,89900
1173,BMW,5,1991,Benoni,20900
1174,BMW,5,2012,East London,399990
1175,BMW,5,2010,East London,389995
1176,BMW,5,2004,East London,169995
1177,BMW,3,2015,Cape Town,424732
1178,BMW,3,2014,Cape Town,416777
1179,BMW,3,2013,Cape Town,348842
1180,BMW,3,2012,Cape Town,252203
1181,BMW,3,2011,Cape Town,208739
1182,BMW,3,2010,Cape Town,201007
1183,BMW,3,2009,Cape Town,205174
1184,BMW,3,2008,Cape Town,190526
1185,BMW,3,2007,Cape Town,186809
1186,BMW,3,2006,Cape Town,132997
1187,BMW,3,2005,Cape Town,118861
1188,BMW,3,2004,Cape Town,87417
1189,BMW,3,2003,Cape Town,78623
1190,BMW,3,2002,Cape Town,76898
1191,BMW,3,2001,Cape Town,62252
1192,BMW,3,2000,Cape Town,86734
1193,BMW,3,1999,Cape Town,52475
1194,BMW,3,1998,Cape Town,52473
1195,BMW,3,1996,Cape Town,49990
1196,BMW,3,2015,Durban,462650
1197,BMW,3,2014,Durban,434881
1198,BMW,3,2013,Durban,288466
1199,BMW,3,2012,Durban,345376
1200,BMW,3,2011,Durban,209465
1201,BMW,3,2010,Durban,196303
1202,BMW,3,2009,Durban,186524
1203,BMW,3,2008,Durban,188699
1204,BMW,3,2007,Durban,124894
1205,BMW,3,2006,Durban,128924
1206,BMW,3,2005,Durban,109826
1207,BMW,3,2004,Durban,128630
1208,BMW,3,2003,Durban,71832
1209,BMW,3,2002,Durban,49995
1210,BMW,3,2001,Durban,109990
1211,BMW,3,2000,Durban,59995
1212,BMW,3,1999,Durban,89990
1213,BMW,3,2015,Johannesburg,465991
1214,BMW,3,2014,Johannesburg,390003
1215,BMW,3,2013,Johannesburg,356683
1216,BMW,3,2012,Johannesburg,282181
1217,BMW,3,2011,Johannesburg,201612
1218,BMW,3,2010,Johannesburg,204707
1219,BMW,3,2009,Johannesburg,173984
1220,BMW,3,2008,Johannesburg,170068
1221,BMW,3,2007,Johannesburg,185443
1222,BMW,3,2006,Johannesburg,131968
1223,BMW,3,2005,Johannesburg,111187
1224,BMW,3,2004,Johannesburg,88666
1225,BMW,3,2003,Johannesburg,114031
1226,BMW,3,2002,Johannesburg,85414
1227,BMW,3,2001,Johannesburg,66500
1228,BMW,3,2000,Johannesburg,57400
1229,BMW,3,1999,Johannesburg,47445
1230,BMW,3,1998,Johannesburg,44900
1231,BMW,3,1996,Johannesburg,69900
1232,BMW,3,1990,Johannesburg,79900
1233,BMW,3,1987,Johannesburg,79900
1234,BMW,3,2015,Pretoria,486349
1235,BMW,3,2014,Pretoria,410160
1236,BMW,3,2013,Pretoria,335979
1237,BMW,3,2012,Pretoria,311630
1238,BMW,3,2011,Pretoria,222304
1239,BMW,3,2010,Pretoria,225642
1240,BMW,3,2009,Pretoria,204267
1241,BMW,3,2008,Pretoria,159284
1242,BMW,3,2007,Pretoria,148056
1243,BMW,3,2006,Pretoria,123448
1244,BMW,3,2005,Pretoria,102840
1245,BMW,3,2004,Pretoria,77091
1246,BMW,3,2003,Pretoria,80487
1247,BMW,3,2002,Pretoria,66941
1248,BMW,3,2001,Pretoria,88865
1249,BMW,3,2000,Pretoria,59995
1250,BMW,3,1999,Pretoria,129900
1251,BMW,3,2013,Port Elizabeth,317895
